
AC(-1)
AC(-2)
AC(-3)
AC(-4)
AC(-5)
AC(-6)
AC(1)
AC(2)
AC(20)
AC(3)
AC(4)
AC(5)
AC(6)
ACOverrideFormula(13,true,Dexterity)
ACOverrideFormula(16,false)
IF(Tagged('UNDEAD')):Advantage(AttackRoll)
IF(Tagged('UNDEAD', context.Source)):Disadvantage(AttackRoll)
IF(Tagged('UNDEAD', context.Target)):WeaponAttackRollBonus(1d4)
IF(Tagged('UNDEAD', context.Target)):WeaponDamage(1d4, Piercing)
IF(TurnBased(context.Source)):ActionResourceBlock(BonusActionPoint)
IF(TurnBased(context.Source)):ActionResourceBlock(Movement)
IF(WeaponAttackRollAbility(Ability.Dexterity)):Disadvantage(AttackRoll)
IF(WeaponAttackRollAbility(Ability.Strength)):Disadvantage(AttackRoll)
IF(not CharismaGreaterThan(9,context.Source)):TemporaryHP(ClassLevel(Warlock))
IF(not DistanceToTargetGreaterThan(3)):Advantage(AttackTarget)
IF(not HasMaxHP() and IsMeleeAttack() and not (Tagged('CONSTRUCT') or Tagged('OOZE') or Tagged('PLANT') or Tagged('ELEMENTAL'))):Advantage(AttackRoll)
IF(not HasStatus('COMPELLED_DUEL', context.Source, context.Target)):Disadvantage(AttackRoll)
IF(not HasStatus('UNDEAD_FORTITUDE_DISABLED')):DownedStatus(UNDEAD_FORTITUDE_DOWNED,15)
IF(not Tagged('BLINDSIGHT', context.Source)):Disadvantage(AttackTarget)
IF(not Tagged('DOWNED_DISABLED') and HasPassive('DeathSavingThrows')):DownedStatus(SCL_DOWNED,1)
IF(not Tagged('GNOLL_FLIND', context.Source)):UnlockSpell(Target_Multiattack_Gnoll)
IF(not Tagged('MEPHIT', context.Source)):UnlockSpell(Target_HeatMetal_Reapply)
IF(not Tagged('MEPHIT', context.Source)):UnlockSpell(Target_HeatMetal_Reapply_3)
IF(not Tagged('MEPHIT', context.Source)):UnlockSpell(Target_HeatMetal_Reapply_4)
IF(not Tagged('MEPHIT',context.Source)):UnlockSpell(Target_HeatMetal_Reapply_5)
IF(not Tagged('MEPHIT',context.Source)):UnlockSpell(Target_HeatMetal_Reapply_6)
IgnoreDamageThreshold(All,10)
IgnoreDamageThreshold(All,15)
IgnoreDamageThreshold(All,22)
IgnoreDamageThreshold(All,50)
IgnoreFallDamage()
IgnoreLeaveAttackRange
IgnoreLeaveAttackRange()
IgnoreResistance(Bludgeoning, Resistant)
IgnoreResistance(Fire,Resistant)
IgnoreResistance(Piercing, Resistant)
IgnoreResistance(Slashing, Resistant)
IncreaseMaxHP(-14d6)
IncreaseMaxHP(-15)
IncreaseMaxHP(-2d8)
IncreaseMaxHP(-30%)
IncreaseMaxHP(-30)
IncreaseMaxHP(-5)
IncreaseMaxHP(-50%)
IncreaseMaxHP(-6)
IncreaseMaxHP(-8)
IncreaseMaxHP(10%)
IncreaseMaxHP(10)
IncreaseMaxHP(100)
IncreaseMaxHP(100000)
IncreaseMaxHP(12)
IncreaseMaxHP(15)
IncreaseMaxHP(20%)
IncreaseMaxHP(20)
IncreaseMaxHP(24)
IncreaseMaxHP(25)
IncreaseMaxHP(30%)
IncreaseMaxHP(32)
IncreaseMaxHP(34)
IncreaseMaxHP(35)
IncreaseMaxHP(42)
IncreaseMaxHP(5)
IncreaseMaxHP(50%)
IncreaseMaxHP(50)
IncreaseMaxHP(60%)
IncreaseMaxHP(8)
IncreaseMaxHP(Owner.Level)
Initiative(-15)
Initiative(-20)
Initiative(30)
Initiative(5)
IntrinsicSourceProficiency()
IntrinsicSummonerProficiency()
Invulnerable()
ItemReturnToOwner()
JumpMaxDistanceBonus(1.5)
JumpMaxDistanceMultiplier(0)
JumpMaxDistanceMultiplier(0.25)
JumpMaxDistanceMultiplier(0.5)
JumpMaxDistanceMultiplier(1.5)
JumpMaxDistanceMultiplier(3)
Lock()
MaximizeHealing(Incoming)
MinimumRollResult(Damage,20)
MonkWeaponDamageDiceOverride(LevelMapValue(SpiritualWeapon_1d8))
MonkWeaponDamageDiceOverride(LevelMapValue(SpiritualWeapon_2d8))
MonkWeaponDamageDiceOverride(LevelMapValue(SpiritualWeapon_3d8))
MovementSpeedLimit(Stroll)
MovementSpeedLimit(Walk)
ObjectSize(+1)
ObjectSize(-1)
ProficiencyBonus(SavingThrow, Charisma)
ProficiencyBonus(SavingThrow, Constitution)
ProficiencyBonus(SavingThrow, Dexterity)
ProficiencyBonus(SavingThrow, Intelligence)
ProficiencyBonus(SavingThrow, Strength)
ProficiencyBonus(SavingThrow, Wisdom)
ProficiencyBonus(SavingThrow,Constitution)
ProficiencyBonus(Skill,Acrobatics)
ProficiencyBonus(Skill,AnimalHandling)
ProficiencyBonus(Skill,Arcana)
ProficiencyBonus(Skill,Athletics)
ProficiencyBonus(Skill,Deception)
ProficiencyBonus(Skill,History)
ProficiencyBonus(Skill,Insight)
ProficiencyBonus(Skill,Intimidation)
ProficiencyBonus(Skill,Investigation)
ProficiencyBonus(Skill,Medicine)
ProficiencyBonus(Skill,Nature)
ProficiencyBonus(Skill,Perception)
ProficiencyBonus(Skill,Performance)
ProficiencyBonus(Skill,Persuasion)
ProficiencyBonus(Skill,Religion)
ProficiencyBonus(Skill,SleightOfHand)
ProficiencyBonus(Skill,Stealth)
ProficiencyBonus(Skill,Survival)
ProficiencyBonusOverride(4)
ProficiencyBonusOverride(Owner.LevelMapValue(StandardProficiencyBonusScale))
ProjectileDeflect()
RedirectDamage(1)
RedirectDamage(2,Necrotic,,true)
ReduceCriticalAttackThreshold(1)
ReduceCriticalAttackThreshold(2)
ReduceCriticalAttackThreshold(5)
Resistance(Acid, Immune)
Resistance(Acid, Resistant)
Resistance(Acid,Resistant)
Resistance(All, Resistant)
Resistance(All,Immune)
Resistance(All,Vulnerable)
Resistance(Bludgeoning, Immune)
Resistance(Bludgeoning, Resistant)
Resistance(Bludgeoning, ResistantToNonMagical)
Resistance(Bludgeoning, Vulnerable)
Resistance(Bludgeoning,ImmuneToNonMagical)
Resistance(Bludgeoning,Resistant)
Resistance(Bludgeoning,ResistantToNonMagical)
Resistance(Bludgeoning,Vulnerable)
Resistance(Cold, Immune)
Resistance(Cold, Resistant)
Resistance(Cold, Vulnerable)
Resistance(Cold,Resistant)
Resistance(Fire, Immune)
Resistance(Fire, Resistant)
Resistance(Fire, Vulnerable)
Resistance(Fire,Immune)
Resistance(Fire,Resistant)
Resistance(Fire,Vulnerable)
Resistance(Force, Immune)
Resistance(Force, Resistant)
Resistance(Force,Resistant)
Resistance(Lightning, Immune)
Resistance(Lightning, Resistant)
Resistance(Lightning, Vulnerable)
Resistance(Lightning,Resistant)
Resistance(Necrotic, Immune)
Resistance(Necrotic, Resistant)
Resistance(Necrotic, ResistantToMagical)
Resistance(Necrotic, Vulnerable)
Resistance(Necrotic,Resistant)
Resistance(Piercing, Immune)
Resistance(Piercing, Resistant)
Resistance(Piercing, ResistantToNonMagical)
Resistance(Piercing, Vulnerable)
Resistance(Piercing,ImmuneToNonMagical)
Resistance(Piercing,Resistant)
Resistance(Piercing,ResistantToNonMagical)
Resistance(Piercing,Vulnerable)
Resistance(Poison, Immune)
Resistance(Poison, Resistant)
Resistance(Poison, Vulnerable)
Resistance(Poison,Resistant)
Resistance(Psychic, Immune)
Resistance(Psychic, Resistant)
Resistance(Psychic, Vulnerable)
Resistance(Psychic,Resistant)
Resistance(Radiant, Immune)
Resistance(Radiant, Resistant)
Resistance(Radiant, Vulnerable)
Resistance(Radiant,Resistant)
Resistance(Slashing, Immune)
Resistance(Slashing, Resistant)
Resistance(Slashing, ResistantToNonMagical)
Resistance(Slashing, Vulnerable)
Resistance(Slashing,ImmuneToNonMagical)
Resistance(Slashing,Resistant)
Resistance(Slashing,ResistantToNonMagical)
Resistance(Thunder, Immune)
Resistance(Thunder, Resistant)
Resistance(Thunder, Vulnerable)
Resistance(Thunder,Resistant)
Resistance(Thunder,Vulnerable)
RollBonus(Attack, 1)
RollBonus(Attack, 1d4)
RollBonus(Attack, 2)
RollBonus(Attack, 3)
RollBonus(Attack,-1)
RollBonus(Attack,-1d4)
RollBonus(Attack,-1d6)
RollBonus(Attack,1)
RollBonus(Attack,10)
RollBonus(Attack,1d4)
RollBonus(Attack,2)
RollBonus(Attack,Owner.SpellCastingAbilityModifier)
RollBonus(DeathSavingThrow, max(1, Cause.CharismaModifier))
RollBonus(DeathSavingThrow,-1d4)
RollBonus(DeathSavingThrow,1d4)
RollBonus(MeleeSpellAttack, -3)
RollBonus(MeleeSpellAttack, 3)
RollBonus(MeleeSpellAttack,1)
RollBonus(MeleeSpellAttack,1d4)
RollBonus(RangedSpellAttack, -3)
RollBonus(RangedSpellAttack, 1)
RollBonus(RangedSpellAttack, 3)
RollBonus(RangedSpellAttack,1d4)
RollBonus(RangedWeaponAttack,1d4)
RollBonus(RawAbility, 1d4, Charisma)
RollBonus(RawAbility, 2)
RollBonus(RawAbility,-1)
RollBonus(RawAbility,-1d4)
RollBonus(RawAbility,-1d6)
RollBonus(RawAbility,1d4)
RollBonus(SavingThrow, -1, Charisma)
RollBonus(SavingThrow, -1, Constitution)
RollBonus(SavingThrow, -1, Dexterity)
RollBonus(SavingThrow, -1, Intelligence)
RollBonus(SavingThrow, -1, Strength)
RollBonus(SavingThrow, -1, Wisdom)
RollBonus(SavingThrow, 1)
RollBonus(SavingThrow, 1d4, Charisma)
RollBonus(SavingThrow, 2)
RollBonus(SavingThrow, 5)
RollBonus(SavingThrow, SpellCastingAbilityModifier)
RollBonus(SavingThrow, max(1, Cause.CharismaModifier))
RollBonus(SavingThrow,-1)
RollBonus(SavingThrow,-1d4)
RollBonus(SavingThrow,-2)
RollBonus(SavingThrow,-5)
RollBonus(SavingThrow,0-2)
RollBonus(SavingThrow,0-4)
RollBonus(SavingThrow,1)
RollBonus(SavingThrow,1d4)
RollBonus(SavingThrow,3)
RollBonus(SavingThrow,3,Charisma)
RollBonus(SavingThrow,3,Intelligence)
RollBonus(SavingThrow,3,Wisdom)
RollBonus(SavingThrow,5)
RollBonus(SkillCheck, 1d4, Stealth)
RollBonus(SkillCheck, 3, Stealth)
RollBonus(SkillCheck,-1)
RollBonus(SkillCheck,-1d4)
RollBonus(SkillCheck,-1d6)
RollBonus(SkillCheck,1d4)
ScaleMultiplier(0.67)
ScaleMultiplier(1.33)
ScaleMultiplier(1.5)
SightRangeMaximum(3)
SightRangeOverride(0)
SightRangeOverride(30)
SightRangeOverride(8)
Skill(Stealth, 10)
Skill(Stealth, Cause.DexterityModifier)
SoundsBlocked()
SourceAdvantageOnAttack()
SourceAllyAdvantageOnAttack()
SpellResistance(Resistant)
SpellSaveDC(-3)
SpellSaveDC(1)
SpellSaveDC(2)
SpellSaveDC(3)
StatusImmunity(BIBBERBANG_FUMES)
StatusImmunity(BURNING)
StatusImmunity(BURNING_HELLFIRE)
StatusImmunity(BURNING_HOLY)
StatusImmunity(CHARMED)
StatusImmunity(CROWN_OF_MADNESS)
StatusImmunity(DIFFICULT_TERRAIN)
StatusImmunity(ENSNARED_VINES)
StatusImmunity(FRIENDS)
StatusImmunity(HIDEOUS_LAUGHTER)
StatusImmunity(HOLD_PERSON)
StatusImmunity(INTIMIDATING_PRESENCE)
StatusImmunity(LURING_SONG)
StatusImmunity(MAG_CHARGED_LIGHTNING_AURA_ELECTRIFIED)
StatusImmunity(MAG_TEMPORARY_HP)
StatusImmunity(MIND_MASTERY)
StatusImmunity(PARALYZED)
StatusImmunity(PRONE_GREASE)
StatusImmunity(PRONE_ICE)
StatusImmunity(PRONE_SEWER)
StatusImmunity(SANCTUARY)
StatusImmunity(SG_Blinded)
StatusImmunity(SG_Charmed)
StatusImmunity(SG_Condition)
StatusImmunity(SG_DifficultTerrain)
StatusImmunity(SG_Disease)
StatusImmunity(SG_Frightened)
StatusImmunity(SG_Incapacitated)
StatusImmunity(SG_Invisible)
StatusImmunity(SG_Paralyzed)
StatusImmunity(SG_Poisoned)
StatusImmunity(SG_Polymorph)
StatusImmunity(SG_Possessed)
StatusImmunity(SG_Prone)
StatusImmunity(SG_Restrained)
StatusImmunity(SG_Stunned)
StatusImmunity(SG_Surface)
StatusImmunity(SG_Unconscious)
StatusImmunity(SHOCKED)
StatusImmunity(SHOCKED_SURFACE)
StatusImmunity(SILENCED)
StatusImmunity(SLEEP)
StatusImmunity(SLEEPING)
StatusImmunity(STATIC_DISCHARGE)
StatusImmunity(STATIC_DISCHARGE_CONSTRUCT)
StatusImmunity(STATIC_DISCHARGE_DAMAGE)
StatusImmunity(SURPRISED)
StatusImmunity(TIMMASK_SPORES)
StatusImmunity(TURNED)
StatusImmunity(UNCONSCIOUS)
StatusImmunity(WEB)
StatusImmunity(WET)
StatusImmunity(WILD_MAGIC_BURNING)
Tag(ACT2_MOO_KETHERIC_TAUNT)
Tag(ACT2_SELUNEOINTMENTAPPLIED)
Tag(ACT2_SHADOW_CURSE_IMMUNE)
Tag(ACT3_STEELWATCHFOUNDRY_DETONATOR_HOLDER)
Tag(ACT3_WYR_SENTIENTAMULET_POSSESSED)
Tag(ACT3_WYR_WINDMILLMINDFLAYER_HASEATENBRAIN)
Tag(AI_BLOCKOFFHANDATTACK)
Tag(AI_BLOCKWEAPONACTIONS)
Tag(AI_IGNORED_TARGET)
Tag(AI_PREFERRED_TARGET)
Tag(AI_UNPREFERRED_TARGET)
Tag(AI_USEITEM_A)
Tag(AI_USESPELL_A)
Tag(BAHAMUT)
Tag(BANE)
Tag(BHAAL)
Tag(CANBECALMED)
Tag(CHARMED_ADV)
Tag(COMBAT_PACKTACTICS)
Tag(COMPREHEND_LANGUAGES)
Tag(CONSTRUCT)
Tag(CORELLONLARETHIAN)
Tag(CREATURE_SPORE_SERVANT)
Tag(DETECTTHOUGHTS)
Tag(EILISTRAEE)
Tag(EXTRA_ATTACK_BLOCKED)
Tag(FRIGHTENED_ADV)
Tag(GARLGLITTERGOLD)
Tag(GRUUMSH)
Tag(GUARD)
Tag(HELM)
Tag(IGNORE_COMBAT_LATE_JOIN_PENALTY)
Tag(ILMATER)
Tag(KELEMVOR)
Tag(KNOCKBLOCK)
Tag(LADUGUER)
Tag(LATHANDER)
Tag(LOLTH)
Tag(LOW_RAMAZITHSTOWER_TAG_AIR)
Tag(LOW_RAMAZITHSTOWER_TAG_EARTH)
Tag(LOW_RAMAZITHSTOWER_TAG_FIRE)
Tag(LOW_RAMAZITHSTOWER_TAG_WATER)
Tag(METAL)
Tag(MIELIKKI)
Tag(MORADIN)
Tag(MYRKUL)
Tag(MYSTRA)
Tag(OGHMA)
Tag(ORI_GALE_WEAKENED)
Tag(ORI_KARLACH_ENRAGED)
Tag(PETPAL)
Tag(PLANT)
Tag(POISONED_ADV)
Tag(SELUNE)
Tag(SHAR)
Tag(SORCERER_WILD_MAGIC_GUARANTEED)
Tag(STEEL_WATCHER_MALFUNCTION)
Tag(SUMMON)
Tag(TALOS)
Tag(TEMPUS)
Tag(TIAMAT)
Tag(TURNED_ADV)
Tag(TYMORA)
Tag(TYR)
Tag(VFX_RAGE)
Tag(VLAAKITH)
Tag(YONDALLA)
TemporaryHP(0+MaxHP)
TemporaryHP(10)
TemporaryHP(12)
TemporaryHP(15)
TemporaryHP(150)
TemporaryHP(17)
TemporaryHP(1d12)
TemporaryHP(1d6)
TemporaryHP(2*Level)
TemporaryHP(20)
TemporaryHP(22)
TemporaryHP(25)
TemporaryHP(27)
TemporaryHP(2d10)
TemporaryHP(30)
TemporaryHP(32)
TemporaryHP(40)
TemporaryHP(5)
TemporaryHP(50)
TemporaryHP(60)
TemporaryHP(7)
TemporaryHP(70)
TemporaryHP(75)
TemporaryHP(8)
TemporaryHP(CharismaModifier)
TemporaryHP(ClassLevel(Druid)*4)
TemporaryHP(ConstitutionModifier)
TemporaryHP(Level+CharismaModifier)
TemporaryHP(LevelMapValue(MartialArts))
TemporaryHP(max(1,CharismaModifier))
UnlockInterrupt(Interrupt_BardicInspiration_Attack)
UnlockInterrupt(Interrupt_BardicInspiration_Attack_d10)
UnlockInterrupt(Interrupt_BardicInspiration_Attack_d8)
UnlockInterrupt(Interrupt_BardicInspiration_SavingThrow)
UnlockInterrupt(Interrupt_BardicInspiration_SavingThrow_d10)
UnlockInterrupt(Interrupt_BardicInspiration_SavingThrow_d8)
UnlockInterrupt(Interrupt_CombatInspiration_Attack)
UnlockInterrupt(Interrupt_CombatInspiration_Attack_d10)
UnlockInterrupt(Interrupt_CombatInspiration_Attack_d8)
UnlockInterrupt(Interrupt_CombatInspiration_Damage)
UnlockInterrupt(Interrupt_CombatInspiration_Damage_d10)
UnlockInterrupt(Interrupt_CombatInspiration_Damage_d8)
UnlockInterrupt(Interrupt_CombatInspiration_SavingThrow_ArmorClass)
UnlockInterrupt(Interrupt_CombatInspiration_SavingThrow_ArmorClass_d10)
UnlockInterrupt(Interrupt_CombatInspiration_SavingThrow_ArmorClass_d8)
UnlockInterrupt(Interrupt_Counterspell_Scroll)
UnlockInterrupt(Interrupt_LegendaryResistance)
UnlockInterrupt(Interrupt_LegendaryResistance_Charisma)
UnlockInterrupt(Interrupt_LegendaryResistance_Constitution)
UnlockInterrupt(Interrupt_LegendaryResistance_CrowdControl)
UnlockInterrupt(Interrupt_LegendaryResistance_Dexterity)
UnlockInterrupt(Interrupt_LegendaryResistance_Intelligence)
UnlockInterrupt(Interrupt_LegendaryResistance_Strength)
UnlockInterrupt(Interrupt_LegendaryResistance_Wisdom)
UnlockInterrupt(Interrupt_Legendary_SoulCatching_Attack)
UnlockInterrupt(Interrupt_Legendary_SoulCatching_SavingThrow)
UnlockInterrupt(Interrupt_MAG_CriticalExecution)
UnlockInterrupt(Interrupt_Portent_1)
UnlockInterrupt(Interrupt_Portent_10)
UnlockInterrupt(Interrupt_Portent_11)
UnlockInterrupt(Interrupt_Portent_12)
UnlockInterrupt(Interrupt_Portent_13)
UnlockInterrupt(Interrupt_Portent_14)
UnlockInterrupt(Interrupt_Portent_15)
UnlockInterrupt(Interrupt_Portent_16)
UnlockInterrupt(Interrupt_Portent_17)
UnlockInterrupt(Interrupt_Portent_18)
UnlockInterrupt(Interrupt_Portent_19)
UnlockInterrupt(Interrupt_Portent_2)
UnlockInterrupt(Interrupt_Portent_20)
UnlockInterrupt(Interrupt_Portent_3)
UnlockInterrupt(Interrupt_Portent_4)
UnlockInterrupt(Interrupt_Portent_5)
UnlockInterrupt(Interrupt_Portent_6)
UnlockInterrupt(Interrupt_Portent_7)
UnlockInterrupt(Interrupt_Portent_8)
UnlockInterrupt(Interrupt_Portent_9)
UnlockSpell(END_AllyAbility_PhasmSummon)
UnlockSpell(Projectile_Belch_Acid_Brewer)
UnlockSpell(Projectile_Belch_Cold_Brewer)
UnlockSpell(Projectile_Belch_Fire_Brewer)
UnlockSpell(Projectile_Belch_Lightning_Brewer)
UnlockSpell(Projectile_Belch_Necro_Brewer)
UnlockSpell(Projectile_Belch_Poison_Brewer)
UnlockSpell(Projectile_DreadAmbusher)
UnlockSpell(Projectile_END_MolBuff_FireRay)
UnlockSpell(Projectile_FingerOfDeath_Apostle)
UnlockSpell(Projectile_Fly_Spell)
UnlockSpell(Projectile_Fly_TempestuousMagic)
UnlockSpell(Projectile_HordeBreaker_Free)
UnlockSpell(Projectile_Jump_Owlbear_Wildshape_Lunge)
UnlockSpell(Projectile_LOW_Fireball_Cazador)
UnlockSpell(Projectile_LOW_Houndmaster_GraveShot_1)
UnlockSpell(Projectile_LOW_Houndmaster_GraveShot_2)
UnlockSpell(Projectile_LOW_Houndmaster_GraveShot_3)
UnlockSpell(Projectile_LOW_Houndmaster_GraveShot_4)
UnlockSpell(Projectile_LOW_Houndmaster_GraveShot_5)
UnlockSpell(Projectile_LOW_Houndmaster_GraveShot_6)
UnlockSpell(Projectile_LOW_RamazithsTower_ChromaticOrb_Air,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Projectile_LOW_RamazithsTower_ChromaticOrb_Earth,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Projectile_LOW_RamazithsTower_ChromaticOrb_Fire,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Projectile_LOW_RamazithsTower_ChromaticOrb_Water,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Projectile_LOW_WatcherTitan_DummyHellfireMissiles)
UnlockSpell(Projectile_MAG_Automaton_FireballShot_Recreate)
UnlockSpell(Projectile_MAG_BlackSporeCloud)
UnlockSpell(Projectile_MAG_GreenSporeCloud)
UnlockSpell(Projectile_MAG_Legendary_Chromatic_ChainLightning)
UnlockSpell(Projectile_MAG_Legendary_Chromatic_Fireball)
UnlockSpell(Projectile_MAG_Legendary_Chromatic_MelfAcidArrow)
UnlockSpell(Projectile_MAG_Legendary_Chromatic_RayOfSickness)
UnlockSpell(Projectile_MAG_WhiteSporeCloud)
UnlockSpell(Projectile_MOO_BloodPotion_AcidArrow)
UnlockSpell(Projectile_MOO_BloodPotion_Fireball)
UnlockSpell(Projectile_MOO_BloodPotion_RayOfSickness)
UnlockSpell(Projectile_Multiattack_Gnoll_Flind_Ranged)
UnlockSpell(Projectile_POTION_OfTheGreatArcher_ExtraAttack)
UnlockSpell(Projectile_ProduceFlame_Hurl,,,,Wisdom)
UnlockSpell(Projectile_ProduceFlame_Hurl_Free,,,,Wisdom)
UnlockSpell(Projectile_SynapticDischarge_IntDev)
UnlockSpell(Projectile_SynapticDischarge_IntDev_Colony)
UnlockSpell(Projectile_WarMagic_Githyanki_Attack)
UnlockSpell(Projectile_WildMagicBarbarian_LightBolt)
UnlockSpell(Rush_Charge_Minotaur)
UnlockSpell(Shout_BeaconOfHope,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Shout_BerserkerConsume)
UnlockSpell(Shout_Dash_BonusAction)
UnlockSpell(Shout_Dismiss_All)
UnlockSpell(Shout_Dismiss_Self)
UnlockSpell(Shout_Dreadful_Aspect)
UnlockSpell(Shout_END_AllyAbilities_MultipleSummon)
UnlockSpell(Shout_END_Rooftops_HelpArrives)
UnlockSpell(Shout_EndRage)
UnlockSpell(Shout_FireShield,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Shout_Fury_Gnoll_Unlock)
UnlockSpell(Shout_Grapple_DarkVine_Interrupt)
UnlockSpell(Shout_HelpArrives)
UnlockSpell(Shout_HelpArrives_GiantEagle)
UnlockSpell(Shout_HelpArrives_HookHorror)
UnlockSpell(Shout_HelpArrives_ScryingEye)
UnlockSpell(Shout_LOW_BhaalCultist_Teleport)
UnlockSpell(Shout_LOW_OpenGate_BringReinforcements)
UnlockSpell(Shout_MAG_Dismiss_CircuitryInterface)
UnlockSpell(Shout_MAG_Legendary_Chromatic_DestructiveWave)
UnlockSpell(Shout_MAG_SoulCatching_Heal)
UnlockSpell(Shout_MAG_Zhentarim_Bloodfeeding_Container)
UnlockSpell(Shout_MOO_BloodPotion_Blur)
UnlockSpell(Shout_MOO_BloodPotion_Flameblade)
UnlockSpell(Shout_MOO_BloodPotion_HellishRebuke)
UnlockSpell(Shout_MOO_BloodPotion_Thaumaturgy)
UnlockSpell(Shout_Owlbear_Wildshape_Smash)
UnlockSpell(Shout_ProduceFlame_Dismiss)
UnlockSpell(Shout_ShadowTeleport_Meazel_Helper)
UnlockSpell(Shout_Shield_Wizard,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Shout_SteelWatcher_Quadruped_Repel)
UnlockSpell(Shout_WYR_ChainsOfTyranny_Gortash)
UnlockSpell(Shout_WitchBolt_Activate)
UnlockSpell(Target_AbjureEnemy,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Target_ArcaneLock_Dismiss)
UnlockSpell(Target_AstralManipulation)
UnlockSpell(Target_AuraOfVitality_Activate)
UnlockSpell(Target_BanesWrath)
UnlockSpell(Target_Bite_Gnoll_Bonus)
UnlockSpell(Target_BladeFlourish_Mobile_FollowUp)
UnlockSpell(Target_CallLightning_LightningBolt)
UnlockSpell(Target_CallLightning_LightningBolt_4)
UnlockSpell(Target_CallLightning_LightningBolt_5)
UnlockSpell(Target_CallLightning_LightningBolt_6)
UnlockSpell(Target_Charger_Attack)
UnlockSpell(Target_Charger_Push)
UnlockSpell(Target_Claws_IntellectDevourer_Colony)
UnlockSpell(Target_Claws_Owlbear)
UnlockSpell(Target_Cloudkill_Recast)
UnlockSpell(Target_DevourIntellect_US)
UnlockSpell(Target_DispelEvilAndGood_BreakEnchantment)
UnlockSpell(Target_DominateBeast_FullControl)
UnlockSpell(Target_DominatePerson_Mindflayer)
UnlockSpell(Target_DreadAmbusher)
UnlockSpell(Target_END_AllyAbilities_FlamingFistSummon)
UnlockSpell(Target_END_AllyAbilities_GrenediersSummon)
UnlockSpell(Target_END_AllyAbilities_GurSummon)
UnlockSpell(Target_END_AllyAbilities_HagInvisibility)
UnlockSpell(Target_END_AllyAbilities_HarperSummon)
UnlockSpell(Target_END_AllyAbilities_KeeneSummon)
UnlockSpell(Target_END_AllyAbilities_StunningGaze)
UnlockSpell(Target_END_AllyAbilities_VampireCreaturesSummon)
UnlockSpell(Target_END_AllyAbilities_VeteranSummon)
UnlockSpell(Target_END_AllyAbilities_WatchSummon)
UnlockSpell(Target_END_AllyAbilities_ZhentarimSummon)
UnlockSpell(Target_END_AllyAbility_IsobelHeal)
UnlockSpell(Target_END_AllyAbility_LorroakanArtillery)
UnlockSpell(Target_END_AllyAbility_MizoraSummon)
UnlockSpell(Target_END_AllyAbility_NightsongSummon)
UnlockSpell(Target_END_AllyAbility_OrthonSummon)
UnlockSpell(Target_END_AllyAbility_OwlbearCubSummon)
UnlockSpell(Target_END_AllyAbility_RolanArtillery)
UnlockSpell(Target_END_AllyAbility_SteelWatcherSummon)
UnlockSpell(Target_END_AllyAbilties_ShadowAdepts)
UnlockSpell(Target_END_Mindflayer_CrownDomination)
UnlockSpell(Target_Exhale_Fire)
UnlockSpell(Target_Eyebite_Asleep_Free)
UnlockSpell(Target_Eyebite_Panicked_Free)
UnlockSpell(Target_Eyebite_Sickened_Free)
UnlockSpell(Target_FlamingSphere_Ram)
UnlockSpell(Target_FlamingSphere_Ram_3)
UnlockSpell(Target_FlamingSphere_Ram_4)
UnlockSpell(Target_FlamingSphere_Ram_5)
UnlockSpell(Target_FlamingSphere_Ram_6)
UnlockSpell(Target_ForcedManeuver)
UnlockSpell(Target_FrenziedStrike_Boar)
UnlockSpell(Target_GoadingAttack)
UnlockSpell(Target_GreatWeaponMaster_BonusAttack)
UnlockSpell(Target_HAV_DevilishOX_AlternateForm_DireWolf,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Target_HAV_DevilishOX_AlternateForm_Minotaur,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Target_HAV_DevilishOX_AlternateForm_PhaseSpider,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Target_HAV_DevilishOX_AlternateForm_ShadowMastiff,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Target_Hex_Reapply)
UnlockSpell(Target_HordeBreaker_Free)
UnlockSpell(Target_HuntersMark_Reapply)
UnlockSpell(Target_HypnoticGaze_Maintain)
UnlockSpell(Target_INT_UnarmedAttack_Fake)
UnlockSpell(Target_IntimidatingPresence_Maintain)
UnlockSpell(Target_IrresistibleDance,,d136c5d9-0ff0-43da-acce-a74a07f8d6bf,,)
UnlockSpell(Target_LOW_BlushingMermaid_Redcap_MultiAttack)
UnlockSpell(Target_LOW_DeathbringerAssault_Orin)
UnlockSpell(Target_LOW_DeathbringerAssault_Sarevok)
